timestamp,value,label,KPI ID
1476999300,0.000447374342212,0,da10a69f-d836-3baa-ad40-3e548ecf1fbd
1476999360,0.0007801710379660001,0,da10a69f-d836-3baa-ad40-3e548ecf1fbd
1476999420,0.0008762774212789999,0,da10a69f-d836-3baa-ad40-3e548ecf1fbd
1476999480,0.0005717370487490001,0,da10a69f-d836-3baa-ad40-3e548ecf1fbd
1476999540,0.00187152791707,0,da10a69f-d836-3baa-ad40-3e548ecf1fbd
1476999600,0.0012486678539000002,0,da10a69f-d836-3baa-ad40-3e548ecf1fbd
1476999660,0.0008011016477619999,0,da10a69f-d836-3baa-ad40-3e548ecf1fbd
1476999720,0.000208416547042,0,da10a69f-d836-3baa-ad40-3e548ecf1fbd
1476999780,0.000384408091076,0,da10a69f-d836-3baa-ad40-3e548ecf1fbd
1476999840,0.000233515836623,0,da10a69f-d836-3baa-ad40-3e548ecf1fbd
1476999900,0.0006130750030959999,0,da10a69f-d836-3baa-ad40-3e548ecf1fbd
1476999960,0.0014598925910899998,0,da10a69f-d836-3baa-ad40-3e548ecf1fbd
1477000020,0.000920929388844,0,da10a69f-d836-3baa-ad40-3e548ecf1fbd
1477000080,0.0007972643693,0,da10a69f-d836-3baa-ad40-3e548ecf1fbd
1477000140,0.000341291034897,0,da10a69f-d836-3baa-ad40-3e548ecf1fbd
1477000200,0.000435862506824,0,da10a69f-d836-3baa-ad40-3e548ecf1fbd
1477000260,0.0008616259944219999,0,da10a69f-d836-3baa-ad40-3e548ecf1fbd
1477000320,0.009598760210209998,0,da10a69f-d836-3baa-ad40-3e548ecf1fbd
1477000380,0.000880637964987,0,da10a69f-d836-3baa-ad40-3e548ecf1fbd
1477000440,0.000979517654097,0,da10a69f-d836-3baa-ad40-3e548ecf1fbd
1477000500,0.0008965103440820002,0,da10a69f-d836-3baa-ad40-3e548ecf1fbd
1477000560,0.00116808500618,0,da10a69f-d836-3baa-ad40-3e548ecf1fbd
1477000620,0.00234892024217,0,da10a69f-d836-3baa-ad40-3e548ecf1fbd
1477000680,0.000188009202491,0,da10a69f-d836-3baa-ad40-3e548ecf1fbd
1477000740,0.0005403411340549999,0,da10a69f-d836-3baa-ad40-3e548ecf1fbd
1477000800,0.0007161582563410001,0,da10a69f-d836-3baa-ad40-3e548ecf1fbd
1477000860,0.0105859873056,0,da10a69f-d836-3baa-ad40-3e548ecf1fbd
1477000920,0.002032344769,0,da10a69f-d836-3baa-ad40-3e548ecf1fbd
1477000980,0.000631214864919,0,da10a69f-d836-3baa-ad40-3e548ecf1fbd
1477001040,0.000505805627892,0,da10a69f-d836-3baa-ad40-3e548ecf1fbd
1477001100,0.0006486570397490001,0,da10a69f-d836-3baa-ad40-3e548ecf1fbd
1477001160,0.00030295313462,0,da10a69f-d836-3baa-ad40-3e548ecf1fbd
1477001220,0.00104878053035,0,da10a69f-d836-3baa-ad40-3e548ecf1fbd
1477001280,0.000309581161056,0,da10a69f-d836-3baa-ad40-3e548ecf1fbd
1477001340,0.00137006539071,0,da10a69f-d836-3baa-ad40-3e548ecf1fbd
1477001400,0.000318808071541,0,da10a69f-d836-3baa-ad40-3e548ecf1fbd
1477001460,0.00131948308371,0,da10a69f-d836-3baa-ad40-3e548ecf1fbd
1477001520,0.00121570214347,0,da10a69f-d836-3baa-ad40-3e548ecf1fbd
1477001580,0.007562211877069998,0,da10a69f-d836-3baa-ad40-3e548ecf1fbd
1477001640,0.00101808230265,0,da10a69f-d836-3baa-ad40-3e548ecf1fbd
1477001700,0.00105593182203,0,da10a69f-d836-3baa-ad40-3e548ecf1fbd
1477001760,0.00106324009328,0,da10a69f-d836-3baa-ad40-3e548ecf1fbd
1477001820,0.00184710887231,0,da10a69f-d836-3baa-ad40-3e548ecf1fbd
1477001880,0.00178272980501,0,da10a69f-d836-3baa-ad40-3e548ecf1fbd
1477001940,0.00098075604851,0,da10a69f-d836-3baa-ad40-3e548ecf1fbd
1477002000,0.00184239948511,0,da10a69f-d836-3baa-ad40-3e548ecf1fbd
1477002060,0.00138820525254,0,da10a69f-d836-3baa-ad40-3e548ecf1fbd
1477002120,0.0038735058597,0,da10a69f-d836-3baa-ad40-3e548ecf1fbd
1477002180,0.0009816281572519998,0,da10a69f-d836-3baa-ad40-3e548ecf1fbd
1477002240,0.0013090177788099998,0,da10a69f-d836-3baa-ad40-3e548ecf1fbd
1477002300,0.00143468864846,0,da10a69f-d836-3baa-ad40-3e548ecf1fbd
1477002360,0.00187370818893,0,da10a69f-d836-3baa-ad40-3e548ecf1fbd
1477002420,0.00234333874622,0,da10a69f-d836-3baa-ad40-3e548ecf1fbd
1477002480,0.0018997842403,0,da10a69f-d836-3baa-ad40-3e548ecf1fbd
1477002540,0.00233950146776,0,da10a69f-d836-3baa-ad40-3e548ecf1fbd
1477002600,0.000420687814722,0,da10a69f-d836-3baa-ad40-3e548ecf1fbd
1477002660,0.00136448389477,0,da10a69f-d836-3baa-ad40-3e548ecf1fbd
1477002720,0.00186350451665,0,da10a69f-d836-3baa-ad40-3e548ecf1fbd
1477002780,0.01047069453,0,da10a69f-d836-3baa-ad40-3e548ecf1fbd
1477002840,0.0037238868840100007,0,da10a69f-d836-3baa-ad40-3e548ecf1fbd
1477002900,0.00150716088488,0,da10a69f-d836-3baa-ad40-3e548ecf1fbd
1477002960,0.00120105071661,0,da10a69f-d836-3baa-ad40-3e548ecf1fbd
1477003020,0.0115568187566,0,da10a69f-d836-3baa-ad40-3e548ecf1fbd
1477003080,0.00250729518962,0,da10a69f-d836-3baa-ad40-3e548ecf1fbd
1477003140,0.00520751827504,0,da10a69f-d836-3baa-ad40-3e548ecf1fbd
1477003200,0.00130446537118,0,da10a69f-d836-3baa-ad40-3e548ecf1fbd
1477003260,0.00448229008779,0,da10a69f-d836-3baa-ad40-3e548ecf1fbd
1477003320,0.00240979343232,0,da10a69f-d836-3baa-ad40-3e548ecf1fbd
1477003380,0.0026942753038,0,da10a69f-d836-3baa-ad40-3e548ecf1fbd
1477003440,0.00203182150376,0,da10a69f-d836-3baa-ad40-3e548ecf1fbd
1477003500,0.00159649970436,0,da10a69f-d836-3baa-ad40-3e548ecf1fbd
1477003560,0.00375666073051,0,da10a69f-d836-3baa-ad40-3e548ecf1fbd
1477003620,0.00305456086709,0,da10a69f-d836-3baa-ad40-3e548ecf1fbd
1477003680,0.0054210104949600005,0,da10a69f-d836-3baa-ad40-3e548ecf1fbd
1477003740,0.007502734060899998,0,da10a69f-d836-3baa-ad40-3e548ecf1fbd
1477003800,0.005298531543300001,0,da10a69f-d836-3baa-ad40-3e548ecf1fbd
1477003860,0.0030731193411,0,da10a69f-d836-3baa-ad40-3e548ecf1fbd
